time_hrs,T_center_F_adiabatic,T_max_xs_F,T_ambient_F
34.7500,104.4500,104.8460,73.0040
34.8333,104.5220,104.9180,73.0040
34.9167,104.5940,104.9720,73.0040
35.0000,104.6660,105.0440,73.0040
35.0833,104.7200,105.1160,73.0040
35.1667,104.7920,105.1700,73.0040
35.2500,104.8640,105.2420,73.0040
35.3333,104.9360,105.2960,73.0040
35.4167,104.9900,105.3680,73.0040
35.5000,105.0620,105.4400,73.0040
35.5833,105.1340,105.4940,73.0040
35.6667,105.2060,105.5660,73.0040
35.7500,105.2780,105.6380,73.0040
35.8333,105.3320,105.6920,73.0040
35.9167,105.4040,105.7640,73.0040
36.0000,105.4760,105.8180,73.0040
36.0833,105.5300,105.8900,73.0040
36.1667,105.6020,105.9440,73.0040
36.2500,105.6740,106.0160,73.0040
36.3333,105.7460,106.0700,73.0040
36.4167,105.8000,106.1420,73.0040
36.5000,105.8720,106.1960,73.0040
36.5833,105.9440,106.2680,73.0040
36.6667,105.9980,106.3220,73.0040
36.7500,106.0700,106.3940,73.0040
36.8333,106.1420,106.4480,73.0040
36.9167,106.1960,106.5200,73.0040
37.0000,106.2680,106.5740,73.0040
37.0833,106.3400,106.6460,73.0040
37.1667,106.3940,106.7000,73.0040
37.2500,106.4660,106.7720,73.0040
37.3333,106.5380,106.8260,73.0040
37.4167,106.5920,106.8980,73.0040
37.5000,106.6640,106.9520,73.0040
37.5833,106.7360,107.0240,73.0040
37.6667,106.7900,107.0780,73.0040
37.7500,106.8620,107.1320,73.0040
37.8333,106.9160,107.2040,73.0040
37.9167,106.9880,107.2580,73.0040
38.0000,107.0600,107.3300,73.0040
38.0833,107.1140,107.3840,73.0040
38.1667,107.1860,107.4380,73.0040
38.2500,107.2400,107.5100,73.0040
38.3333,107.3120,107.5640,73.0040
38.4167,107.3840,107.6180,73.0040
38.5000,107.4380,107.6900,73.0040
38.5833,107.5100,107.7440,73.0040
38.6667,107.5640,107.7980,73.0040
38.7500,107.6360,107.8700,73.0040
38.8333,107.6900,107.9240,73.0040
38.9167,107.7620,107.9960,73.0040
39.0000,107.8160,108.0500,73.0040
39.0833,107.8880,108.1220,73.0040
39.1667,107.9420,108.1760,73.0040
39.2500,108.0140,108.2480,73.0040
39.3333,108.0680,108.3020,73.0040
39.4167,108.1400,108.3740,73.0040
39.5000,108.1940,108.4280,73.0040
39.5833,108.2660,108.5000,73.0040
39.6667,108.3200,108.5540,73.0040
39.7500,108.3920,108.6080,73.0040
39.8333,108.4460,108.6800,73.0040
39.9167,108.5180,108.7340,73.0040
40.0000,108.5720,108.8060,73.0040
40.0833,108.6440,108.8600,73.0040
40.1667,108.6980,108.9320,73.0040
40.2500,108.7700,108.9860,73.0040
40.3333,108.8240,109.0400,73.0040
40.4167,108.8960,109.1120,73.0040
40.5000,108.9500,109.1660,73.0040
40.5833,109.0040,109.2380,73.0040
40.6667,109.0760,109.2920,73.0040
40.7500,109.1300,109.3460,73.0040
40.8333,109.2020,109.4180,73.0040
40.9167,109.2560,109.4720,73.0040
41.0000,109.3100,109.5440,73.0040
41.0833,109.3820,109.5980,73.0040
41.1667,109.4360,109.6520,73.0040
41.2500,109.5080,109.7240,73.0040
41.3333,109.5620,109.7780,73.0040
41.4167,109.6160,109.8320,73.0040
41.5000,109.6880,109.9040,73.0040
41.5833,109.7420,109.9580,73.0040
41.6667,109.8140,110.0120,73.0040
41.7500,109.8680,110.0660,73.0040
41.8333,109.9220,110.1380,73.0040
41.9167,109.9940,110.1920,73.0040
42.0000,110.0480,110.2460,73.0040
42.0833,110.1020,110.3180,73.0040
42.1667,110.1740,110.3720,73.0040
42.2500,110.2280,110.4260,73.0040
42.3333,110.2820,110.4800,73.0040
42.4167,110.3540,110.5520,73.0040
42.5000,110.4080,110.6060,73.0040
42.5833,110.4620,110.6600,73.0040
42.6667,110.5160,110.7140,73.0040
42.7500,110.5880,110.7860,73.0040
42.8333,110.6420,110.8400,73.0040
42.9167,110.6960,110.8940,73.0040
43.0000,110.7680,110.9480,73.0040
43.0833,110.8220,111.0020,73.0040
43.1667,110.8760,111.0740,73.0040
43.2500,110.9300,111.1280,73.0040
43.3333,111.0020,111.1820,73.0040
43.4167,111.0560,111.2360,73.0040
43.5000,111.1100,111.2900,73.0040
43.5833,111.1640,111.3620,73.0040
43.6667,111.2360,111.4160,73.0040
43.7500,111.2900,111.4700,73.0040
43.8333,111.3440,111.5240,73.0040
43.9167,111.3980,111.5780,73.0040
44.0000,111.4520,111.6320,73.0040
44.0833,111.5240,111.6860,73.0040
44.1667,111.5780,111.7580,73.0040
44.2500,111.6320,111.8120,73.0040
44.3333,111.6860,111.8660,73.0040
44.4167,111.7400,111.9200,73.0040
44.5000,111.8120,111.9740,73.0040
44.5833,111.8660,112.0280,73.0040
44.6667,111.9200,112.0820,73.0040
44.7500,111.9740,112.1360,73.0040
44.8333,112.0280,112.1900,73.0040
44.9167,112.1000,112.2440,73.0040
45.0000,112.1540,112.3160,73.0040
45.0833,112.2080,112.3700,73.0040
45.1667,112.2620,112.4240,73.0040
45.2500,112.3160,112.4780,73.0040
45.3333,112.3700,112.5320,73.0040
45.4167,112.4240,112.5860,73.0040
45.5000,112.4960,112.6400,73.0040
45.5833,112.5500,112.6940,73.0040
45.6667,112.6040,112.7480,73.0040
45.7500,112.6580,112.8020,73.0040
45.8333,112.7120,112.8560,73.0040
45.9167,112.7660,112.9100,73.0040
46.0000,112.8200,112.9640,73.0040
46.0833,112.8740,113.0180,73.0040
46.1667,112.9280,113.0720,73.0040
46.2500,112.9820,113.1260,73.0040
46.3333,113.0540,113.1800,73.0040
46.4167,113.1080,113.2340,73.0040
46.5000,113.1620,113.2880,73.0040
46.5833,113.2160,113.3420,73.0040
46.6667,113.2700,113.3960,73.0040
46.7500,113.3240,113.4500,73.0040
46.8333,113.3780,113.5040,73.0040
46.9167,113.4320,113.5580,73.0040
47.0000,113.4860,113.6120,73.0040
47.0833,113.5400,113.6660,73.0040
47.1667,113.5940,113.7200,73.0040
47.2500,113.6480,113.7740,73.0040
47.3333,113.7020,113.8280,73.0040
47.4167,113.7560,113.8820,73.0040
47.5000,113.8100,113.9360,73.0040
47.5833,113.8640,113.9900,73.0040
47.6667,113.9180,114.0440,73.0040
47.7500,113.9720,114.0980,73.0040
47.8333,114.0260,114.1520,73.0040
47.9167,114.0800,114.1880,73.0040
