time_hrs,c_top,c_mid,c_bot,mid_quarter,mid_corner
115.7500,73.5260,139.6940,110.7500,139.6940,94.1000
115.8333,73.4900,139.7120,110.7500,139.7120,94.0820
115.9167,73.4720,139.7300,110.7680,139.7300,94.0640
116.0000,73.4360,139.7480,110.7680,139.7480,94.0460
116.0833,73.4000,139.7660,110.7860,139.7660,94.0280
116.1667,73.3640,139.7840,110.7860,139.7840,93.9920
116.2500,73.3280,139.8020,110.8040,139.8020,93.9740
116.3333,73.2920,139.8200,110.8040,139.8200,93.9560
116.4167,73.2560,139.8380,110.8220,139.8380,93.9380
116.5000,73.2380,139.8560,110.8220,139.8560,93.9200
116.5833,73.2020,139.8740,110.8400,139.8740,93.9020
116.6667,73.1660,139.8920,110.8400,139.8920,93.8840
116.7500,73.1300,139.9100,110.8580,139.9100,93.8660
116.8333,73.1120,139.9280,110.8580,139.9280,93.8300
116.9167,73.0760,139.9460,110.8760,139.9460,93.8120
117.0000,73.0400,139.9640,110.8760,139.9640,93.7940
117.0833,73.0040,139.9820,110.8940,139.9820,93.7760
117.1667,72.9860,140.0000,110.8940,140.0000,93.7580
117.2500,72.9500,140.0180,110.9120,140.0180,93.7400
117.3333,72.9140,140.0360,110.9120,140.0360,93.7220
117.4167,72.8960,140.0540,110.9300,140.0540,93.7040
117.5000,72.8600,140.0720,110.9480,140.0720,93.6860
117.5833,72.8240,140.0900,110.9480,140.0900,93.6680
117.6667,72.8060,140.1080,110.9660,140.1080,93.6680
117.7500,72.7700,140.1260,110.9660,140.1260,93.6500
117.8333,72.7340,140.1440,110.9840,140.1440,93.6320
117.9167,72.7160,140.1620,110.9840,140.1620,93.6140
118.0000,72.6800,140.1800,111.0020,140.1800,93.6140
118.0833,72.6620,140.1980,111.0020,140.1980,93.5960
118.1667,72.6260,140.2160,111.0200,140.2160,93.5780
118.2500,72.6080,140.2160,111.0200,140.2160,93.5600
118.3333,72.5720,140.2340,111.0380,140.2340,93.5420
118.4167,72.5360,140.2520,111.0380,140.2520,93.5420
118.5000,72.5180,140.2700,111.0560,140.2700,93.5240
118.5833,72.4820,140.2880,111.0560,140.2880,93.5060
118.6667,72.4640,140.3060,111.0740,140.3060,93.4880
118.7500,72.4280,140.3240,111.0740,140.3240,93.4700
118.8333,72.4100,140.3420,111.0920,140.3420,93.4520
118.9167,72.3740,140.3600,111.0920,140.3600,93.4340
119.0000,72.3560,140.3780,111.1100,140.3780,93.4160
119.0833,72.3200,140.3960,111.1100,140.3960,93.3980
119.1667,72.3020,140.4140,111.1280,140.4140,93.3800
119.2500,72.2840,140.4320,111.1280,140.4320,93.3620
119.3333,72.2480,140.4500,111.1460,140.4500,93.3440
119.4167,72.2300,140.4680,111.1460,140.4680,93.3260
119.5000,72.1940,140.4860,111.1640,140.4860,93.3080
119.5833,72.1760,140.5040,111.1640,140.5040,93.2900
119.6667,72.1580,140.5220,111.1820,140.5220,93.2900
119.7500,72.1220,140.5220,111.1820,140.5220,93.2720
119.8333,72.1040,140.5400,111.2000,140.5400,93.2540
119.9167,72.0680,140.5580,111.2000,140.5580,93.2360
120.0000,72.0500,140.5760,111.2180,140.5760,93.2180
120.0833,72.0320,140.5940,111.2180,140.5940,93.2000
120.1667,71.9960,140.6120,111.2360,140.6120,93.1820
120.2500,71.9780,140.6300,111.2360,140.6300,93.1820
120.3333,71.9600,140.6480,111.2540,140.6480,93.1640
120.4167,71.9240,140.6660,111.2540,140.6660,93.1460
120.5000,71.9060,140.6840,111.2720,140.6840,93.1460
120.5833,71.8880,140.7020,111.2720,140.7020,93.1280
120.6667,71.8700,140.7200,111.2900,140.7200,93.1100
120.7500,71.8340,140.7380,111.2900,140.7380,93.1100
120.8333,71.8160,140.7560,111.3080,140.7560,93.0920
120.9167,71.7980,140.7740,111.3080,140.7740,93.0920
121.0000,71.7800,140.7740,111.3260,140.7740,93.0740
121.0833,71.7440,140.7920,111.3260,140.7920,93.0740
121.1667,71.7260,140.8100,111.3440,140.8100,93.0560
121.2500,71.7080,140.8280,111.3440,140.8280,93.0560
121.3333,71.6900,140.8460,111.3620,140.8460,93.0380
121.4167,71.6720,140.8640,111.3620,140.8640,93.0380
121.5000,71.6540,140.8820,111.3800,140.8820,93.0380
121.5833,71.6360,140.9000,111.3800,140.9000,93.0200
121.6667,71.6360,140.9180,111.3980,140.9180,93.0200
121.7500,71.6180,140.9360,111.3980,140.9360,93.0020
121.8333,71.6000,140.9540,111.4160,140.9540,93.0020
121.9167,71.5820,140.9720,111.4160,140.9720,93.0020
122.0000,71.5820,140.9720,111.4340,140.9720,92.9840
122.0833,71.5640,140.9900,111.4340,140.9900,92.9840
122.1667,71.5640,141.0080,111.4520,141.0080,92.9840
122.2500,71.5460,141.0260,111.4520,141.0260,92.9840
122.3333,71.5460,141.0440,111.4520,141.0440,92.9840
122.4167,71.5460,141.0620,111.4700,141.0620,92.9840
122.5000,71.5460,141.0800,111.4700,141.0800,92.9840
122.5833,71.5460,141.0980,111.4880,141.0980,93.0020
122.6667,71.5460,141.1160,111.4880,141.1160,93.0020
122.7500,71.5640,141.1340,111.5060,141.1340,93.0200
122.8333,71.5640,141.1340,111.5060,141.1340,93.0380
122.9167,71.5820,141.1520,111.5240,141.1520,93.0380
123.0000,71.5820,141.1700,111.5240,141.1700,93.0560
123.0833,71.6000,141.1880,111.5420,141.1880,93.0740
123.1667,71.6180,141.2060,111.5420,141.2060,93.1100
123.2500,71.6360,141.2240,111.5600,141.2240,93.1280
123.3333,71.6540,141.2420,111.5600,141.2420,93.1460
123.4167,71.6720,141.2600,111.5780,141.2600,93.1640
123.5000,71.6900,141.2780,111.5780,141.2780,93.2000
123.5833,71.7260,141.2960,111.5960,141.2960,93.2180
123.6667,71.7440,141.2960,111.5960,141.2960,93.2540
123.7500,71.7800,141.3140,111.6140,141.3140,93.2720
123.8333,71.8160,141.3320,111.6140,141.3320,93.3080
123.9167,71.8340,141.3500,111.6320,141.3500,93.3440
124.0000,71.8700,141.3680,111.6320,141.3680,93.3800
124.0833,71.9060,141.3860,111.6500,141.3860,93.4160
124.1667,71.9600,141.4040,111.6500,141.4040,93.4340
124.2500,71.9960,141.4220,111.6680,141.4220,93.4700
124.3333,72.0500,141.4400,111.6680,141.4400,93.5060
124.4167,72.0860,141.4400,111.6680,141.4400,93.5240
124.5000,72.1400,141.4580,111.6860,141.4580,93.5600
124.5833,72.1940,141.4760,111.6860,141.4760,93.5780
124.6667,72.2480,141.4940,111.7040,141.4940,93.5960
124.7500,72.3020,141.5120,111.7040,141.5120,93.6320
124.8333,72.3560,141.5300,111.7220,141.5300,93.6500
124.9167,72.4280,141.5480,111.7220,141.5480,93.6680
125.0000,72.4820,141.5660,111.7400,141.5660,93.6860
125.0833,72.5540,141.5660,111.7400,141.5660,93.7040
125.1667,72.6080,141.5840,111.7580,141.5840,93.7220
125.2500,72.6800,141.6020,111.7580,141.6020,93.7400
125.3333,72.7520,141.6200,111.7760,141.6200,93.7580
125.4167,72.8240,141.6380,111.7760,141.6380,93.7760
125.5000,72.8960,141.6560,111.7940,141.6560,93.7940
125.5833,72.9680,141.6740,111.7940,141.6740,93.8120
125.6667,73.0400,141.6920,111.8120,141.6920,93.8300
125.7500,73.1120,141.6920,111.8120,141.6920,93.8300
125.8333,73.1840,141.7100,111.8120,141.7100,93.8480
125.9167,73.2560,141.7280,111.8300,141.7280,93.8660
126.0000,73.3460,141.7460,111.8300,141.7460,93.8660
126.0833,73.4180,141.7640,111.8480,141.7640,93.8840
126.1667,73.5080,141.7820,111.8480,141.7820,93.9020
126.2500,73.5800,141.8000,111.8660,141.8000,93.9020
126.3333,73.6520,141.8000,111.8660,141.8000,93.9200
126.4167,73.7420,141.8180,111.8840,141.8180,93.9380
126.5000,73.8140,141.8360,111.8840,141.8360,93.9560
126.5833,73.9040,141.8540,111.9020,141.8540,93.9740
126.6667,73.9760,141.8720,111.9020,141.8720,93.9740
126.7500,74.0660,141.8900,111.9200,141.8900,93.9920
126.8333,74.1380,141.9080,111.9200,141.9080,94.0100
126.9167,74.2280,141.9080,111.9200,141.9080,94.0280
127.0000,74.3000,141.9260,111.9380,141.9260,94.0460
127.0833,74.3900,141.9440,111.9380,141.9440,94.0640
127.1667,74.4620,141.9620,111.9560,141.9620,94.0820
127.2500,74.5520,141.9800,111.9560,141.9800,94.1000
127.3333,74.6240,141.9980,111.9740,141.9980,94.1180
127.4167,74.6960,142.0160,111.9740,142.0160,94.1360
127.5000,74.7860,142.0160,111.9920,142.0160,94.1540
127.5833,74.8580,142.0340,111.9920,142.0340,94.1720
127.6667,74.9480,142.0520,112.0100,142.0520,94.2080
127.7500,75.0200,142.0700,112.0100,142.0700,94.2260
127.8333,75.0920,142.0880,112.0280,142.0880,94.2440
127.9167,75.1640,142.1060,112.0280,142.1060,94.2620
128.0000,75.2540,142.1240,112.0280,142.1240,94.2980
128.0833,75.3260,142.1240,112.0460,142.1240,94.3160
128.1667,75.3980,142.1420,112.0460,142.1420,94.3340
128.2500,75.4700,142.1600,112.0640,142.1600,94.3700
128.3333,75.5420,142.1780,112.0640,142.1780,94.3880
128.4167,75.6140,142.1960,112.0820,142.1960,94.4240
128.5000,75.6860,142.2140,112.0820,142.2140,94.4420
128.5833,75.7580,142.2140,112.1000,142.2140,94.4600
128.6667,75.8300,142.2320,112.1000,142.2320,94.4960
128.7500,75.8840,142.2500,112.1180,142.2500,94.5140
128.8333,75.9560,142.2680,112.1180,142.2680,94.5320
128.9167,76.0280,142.2860,112.1180,142.2860,94.5680
129.0000,76.0820,142.3040,112.1360,142.3040,94.5860
129.0833,76.1540,142.3040,112.1360,142.3040,94.6220
129.1667,76.2080,142.3220,112.1540,142.3220,94.6400
129.2500,76.2620,142.3400,112.1540,142.3400,94.6580
129.3333,76.3160,142.3580,112.1720,142.3580,94.6760
129.4167,76.3700,142.3760,112.1720,142.3760,94.6760
129.5000,76.4240,142.3940,112.1900,142.3940,94.6940
129.5833,76.4780,142.3940,112.1900,142.3940,94.7120
129.6667,76.5320,142.4120,112.1900,142.4120,94.7120
129.7500,76.5680,142.4300,112.2080,142.4300,94.7120
129.8333,76.6220,142.4480,112.2080,142.4480,94.7120
129.9167,76.6580,142.4660,112.2260,142.4660,94.7300
130.0000,76.7120,142.4840,112.2260,142.4840,94.7300
130.0833,76.7480,142.4840,112.2440,142.4840,94.7120
130.1667,76.7840,142.5020,112.2440,142.5020,94.7120
130.2500,76.8200,142.5200,112.2620,142.5200,94.7120
130.3333,76.8560,142.5380,112.2620,142.5380,94.7300
130.4167,76.8920,142.5560,112.2620,142.5560,94.7300
130.5000,76.9280,142.5560,112.2800,142.5560,94.7300
130.5833,76.9640,142.5740,112.2800,142.5740,94.7300
130.6667,76.9820,142.5920,112.2980,142.5920,94.7300
130.7500,77.0180,142.6100,112.2980,142.6100,94.7300
130.8333,77.0540,142.6280,112.3160,142.6280,94.7480
130.9167,77.0720,142.6460,112.3160,142.6460,94.7480
131.0000,77.0900,142.6460,112.3340,142.6460,94.7480
131.0833,77.1260,142.6640,112.3340,142.6640,94.7660
131.1667,77.1440,142.6820,112.3340,142.6820,94.7660
131.2500,77.1620,142.7000,112.3520,142.7000,94.7660
131.3333,77.1800,142.7180,112.3520,142.7180,94.7660
131.4167,77.1800,142.7180,112.3700,142.7180,94.7660
131.5000,77.1980,142.7360,112.3700,142.7360,94.7660
131.5833,77.1980,142.7540,112.3880,142.7540,94.7660
131.6667,77.2160,142.7720,112.3880,142.7720,94.7660
131.7500,77.2160,142.7900,112.3880,142.7900,94.7660
131.8333,77.2160,142.7900,112.4060,142.7900,94.7660
131.9167,77.2160,142.8080,112.4060,142.8080,94.7480
132.0000,77.2160,142.8260,112.4240,142.8260,94.7480
132.0833,77.1980,142.8440,112.4240,142.8440,94.7480
132.1667,77.1980,142.8620,112.4420,142.8620,94.7480
132.2500,77.1800,142.8620,112.4420,142.8620,94.7300
132.3333,77.1800,142.8800,112.4600,142.8800,94.7300
132.4167,77.1620,142.8980,112.4600,142.8980,94.7300
132.5000,77.1440,142.9160,112.4600,142.9160,94.7300
132.5833,77.1080,142.9340,112.4780,142.9340,94.7120
132.6667,77.0900,142.9340,112.4780,142.9340,94.7120
132.7500,77.0720,142.9520,112.4960,142.9520,94.7120
132.8333,77.0360,142.9700,112.4960,142.9700,94.7120
132.9167,77.0180,142.9880,112.5140,142.9880,94.7120
133.0000,76.9820,143.0060,112.5140,143.0060,94.7120
133.0833,76.9460,143.0060,112.5140,143.0060,94.7120
133.1667,76.9100,143.0240,112.5320,143.0240,94.6940
133.2500,76.8740,143.0420,112.5320,143.0420,94.6940
133.3333,76.8380,143.0600,112.5500,143.0600,94.6940
133.4167,76.7840,143.0780,112.5500,143.0780,94.6760
133.5000,76.7480,143.0780,112.5680,143.0780,94.6760
133.5833,76.6940,143.0960,112.5680,143.0960,94.6580
133.6667,76.6580,143.1140,112.5680,143.1140,94.6580
133.7500,76.6040,143.1320,112.5860,143.1320,94.6400
133.8333,76.5500,143.1320,112.5860,143.1320,94.6220
133.9167,76.4960,143.1500,112.6040,143.1500,94.6220
134.0000,76.4420,143.1680,112.6040,143.1680,94.6040
134.0833,76.3880,143.1860,112.6220,143.1860,94.5860
134.1667,76.3340,143.2040,112.6220,143.2040,94.5680
134.2500,76.2800,143.2040,112.6220,143.2040,94.5500
134.3333,76.2080,143.2220,112.6400,143.2220,94.5320
134.4167,76.1540,143.2400,112.6400,143.2400,94.5140
134.5000,76.1000,143.2580,112.6580,143.2580,94.4960
134.5833,76.0460,143.2760,112.6580,143.2760,94.4780
134.6667,75.9740,143.2760,112.6760,143.2760,94.4600
134.7500,75.9200,143.2940,112.6760,143.2940,94.4420
134.8333,75.8480,143.3120,112.6760,143.3120,94.4240
134.9167,75.7940,143.3300,112.6940,143.3300,94.4060
135.0000,75.7220,143.3300,112.6940,143.3300,94.3880
135.0833,75.6680,143.3480,112.7120,143.3480,94.3520
135.1667,75.5960,143.3660,112.7120,143.3660,94.3340
135.2500,75.5420,143.3840,112.7120,143.3840,94.3160
135.3333,75.4700,143.4020,112.7300,143.4020,94.2980
135.4167,75.4160,143.4020,112.7300,143.4020,94.2620
135.5000,75.3440,143.4200,112.7480,143.4200,94.2440
135.5833,75.2900,143.4380,112.7480,143.4380,94.2080
135.6667,75.2360,143.4560,112.7660,143.4560,94.1900
135.7500,75.1640,143.4560,112.7660,143.4560,94.1720
135.8333,75.1100,143.4740,112.7660,143.4740,94.1360
135.9167,75.0560,143.4920,112.7840,143.4920,94.1000
136.0000,75.0020,143.5100,112.7840,143.5100,94.0820
136.0833,74.9300,143.5100,112.8020,143.5100,94.0460
136.1667,74.8760,143.5280,112.8020,143.5280,94.0280
136.2500,74.8220,143.5460,112.8200,143.5460,93.9920
136.3333,74.7680,143.5640,112.8200,143.5640,93.9740
136.4167,74.7140,143.5640,112.8200,143.5640,93.9560
136.5000,74.6600,143.5820,112.8380,143.5820,93.9380
136.5833,74.6060,143.6000,112.8380,143.6000,93.9020
136.6667,74.5520,143.6180,112.8560,143.6180,93.8840
136.7500,74.4980,143.6360,112.8560,143.6360,93.8660
136.8333,74.4620,143.6360,112.8560,143.6360,93.8480
136.9167,74.4080,143.6540,112.8740,143.6540,93.8300
137.0000,74.3540,143.6720,112.8740,143.6720,93.8120
137.0833,74.3000,143.6900,112.8920,143.6900,93.7940
137.1667,74.2640,143.6900,112.8920,143.6900,93.7760
137.2500,74.2100,143.7080,112.8920,143.7080,93.7580
137.3333,74.1560,143.7260,112.9100,143.7260,93.7220
137.4167,74.1200,143.7440,112.9100,143.7440,93.7040
137.5000,74.0660,143.7440,112.9280,143.7440,93.6860
137.5833,74.0120,143.7620,112.9280,143.7620,93.6680
137.6667,73.9760,143.7800,112.9460,143.7800,93.6500
137.7500,73.9220,143.7980,112.9460,143.7980,93.6140
137.8333,73.8860,143.7980,112.9460,143.7980,93.5960
137.9167,73.8320,143.8160,112.9640,143.8160,93.5780
138.0000,73.7960,143.8340,112.9640,143.8340,93.5420
138.0833,73.7420,143.8520,112.9820,143.8520,93.5240
138.1667,73.7060,143.8520,112.9820,143.8520,93.5060
138.2500,73.6700,143.8700,112.9820,143.8700,93.4700
138.3333,73.6160,143.8880,113.0000,143.8880,93.4520
138.4167,73.5800,143.9060,113.0000,143.9060,93.4340
138.5000,73.5440,143.9060,113.0180,143.9060,93.4160
138.5833,73.4900,143.9240,113.0180,143.9240,93.3980
138.6667,73.4540,143.9420,113.0180,143.9420,93.3800
138.7500,73.4180,143.9600,113.0360,143.9600,93.3620
138.8333,73.3820,143.9600,113.0360,143.9600,93.3440
138.9167,73.3280,143.9780,113.0540,143.9780,93.3260
139.0000,73.2920,143.9960,113.0540,143.9960,93.3260
139.0833,73.2560,143.9960,113.0540,143.9960,93.3080
139.1667,73.2200,144.0140,113.0720,144.0140,93.2900
139.2500,73.1840,144.0320,113.0720,144.0320,93.2720
139.3333,73.1480,144.0500,113.0900,144.0500,93.2540
139.4167,73.1120,144.0500,113.0900,144.0500,93.2540
139.5000,73.0760,144.0680,113.0900,144.0680,93.2360
139.5833,73.0220,144.0860,113.1080,144.0860,93.2180
139.6667,72.9860,144.1040,113.1080,144.1040,93.2000
139.7500,72.9500,144.1040,113.1260,144.1040,93.1820
139.8333,72.9140,144.1220,113.1260,144.1220,93.1640
139.9167,72.8780,144.1400,113.1260,144.1400,93.1460
140.0000,72.8420,144.1580,113.1440,144.1580,93.1280
140.0833,72.8060,144.1580,113.1440,144.1580,93.1100
140.1667,72.7700,144.1760,113.1620,144.1760,93.0920
140.2500,72.7520,144.1940,113.1620,144.1940,93.0740
140.3333,72.7160,144.1940,113.1620,144.1940,93.0560
140.4167,72.6800,144.2120,113.1800,144.2120,93.0380
140.5000,72.6440,144.2300,113.1800,144.2300,93.0200
140.5833,72.6080,144.2480,113.1980,144.2480,93.0020
140.6667,72.5720,144.2480,113.1980,144.2480,92.9840
140.7500,72.5360,144.2660,113.1980,144.2660,92.9660
140.8333,72.5000,144.2840,113.2160,144.2840,92.9480
140.9167,72.4640,144.3020,113.2160,144.3020,92.9300
141.0000,72.4460,144.3020,113.2340,144.3020,92.9120
141.0833,72.4100,144.3200,113.2340,144.3200,92.8940
141.1667,72.3740,144.3380,113.2340,144.3380,92.8940
141.2500,72.3380,144.3380,113.2520,144.3380,92.8760
141.3333,72.3020,144.3560,113.2520,144.3560,92.8580
141.4167,72.2840,144.3740,113.2700,144.3740,92.8400
141.5000,72.2480,144.3920,113.2700,144.3920,92.8220
141.5833,72.2120,144.3920,113.2700,144.3920,92.8040
141.6667,72.1760,144.4100,113.2880,144.4100,92.8040
141.7500,72.1580,144.4280,113.2880,144.4280,92.7860
141.8333,72.1220,144.4280,113.3060,144.4280,92.7680
141.9167,72.0860,144.4460,113.3060,144.4460,92.7500
142.0000,72.0680,144.4640,113.3060,144.4640,92.7500
142.0833,72.0320,144.4820,113.3240,144.4820,92.7320
142.1667,71.9960,144.4820,113.3240,144.4820,92.7140
142.2500,71.9780,144.5000,113.3420,144.5000,92.7140
142.3333,71.9420,144.5180,113.3420,144.5180,92.6960
142.4167,71.9060,144.5180,113.3420,144.5180,92.6780
142.5000,71.8880,144.5360,113.3600,144.5360,92.6780
142.5833,71.8520,144.5540,113.3600,144.5540,92.6600
142.6667,71.8340,144.5720,113.3600,144.5720,92.6420
142.7500,71.7980,144.5720,113.3780,144.5720,92.6240
142.8333,71.7620,144.5900,113.3780,144.5900,92.6240
142.9167,71.7440,144.6080,113.3960,144.6080,92.6060
143.0000,71.7080,144.6080,113.3960,144.6080,92.5880
143.0833,71.6900,144.6260,113.3960,144.6260,92.5880
143.1667,71.6540,144.6440,113.4140,144.6440,92.5700
143.2500,71.6360,144.6620,113.4140,144.6620,92.5520
143.3333,71.6000,144.6620,113.4320,144.6620,92.5340
143.4167,71.5820,144.6800,113.4320,144.6800,92.5340
143.5000,71.5460,144.6980,113.4320,144.6980,92.5160
143.5833,71.5280,144.6980,113.4500,144.6980,92.4980
143.6667,71.5100,144.7160,113.4500,144.7160,92.4800
143.7500,71.4740,144.7340,113.4500,144.7340,92.4620
143.8333,71.4560,144.7340,113.4680,144.7340,92.4440
143.9167,71.4200,144.7520,113.4680,144.7520,92.4260
144.0000,71.4020,144.7700,113.4860,144.7700,92.4080
144.0833,71.3840,144.7880,113.4860,144.7880,92.3900
144.1667,71.3480,144.7880,113.4860,144.7880,92.3720
144.2500,71.3300,144.8060,113.5040,144.8060,92.3540
144.3333,71.2940,144.8240,113.5040,144.8240,92.3360
144.4167,71.2760,144.8240,113.5220,144.8240,92.3180
144.5000,71.2580,144.8420,113.5220,144.8420,92.3000
144.5833,71.2220,144.8600,113.5220,144.8600,92.2820
144.6667,71.2040,144.8600,113.5400,144.8600,92.2640
144.7500,71.1860,144.8780,113.5400,144.8780,92.2460
144.8333,71.1680,144.8960,113.5400,144.8960,92.2280
144.9167,71.1320,144.8960,113.5580,144.8960,92.2100
145.0000,71.1140,144.9140,113.5580,144.9140,92.2100
145.0833,71.0960,144.9320,113.5760,144.9320,92.1920
145.1667,71.0780,144.9500,113.5760,144.9500,92.1740
145.2500,71.0600,144.9500,113.5760,144.9500,92.1560
145.3333,71.0420,144.9680,113.5940,144.9680,92.1560
145.4167,71.0240,144.9860,113.5940,144.9860,92.1380
145.5000,71.0060,144.9860,113.5940,144.9860,92.1380
145.5833,70.9880,145.0040,113.6120,145.0040,92.1380
145.6667,70.9700,145.0220,113.6120,145.0220,92.1200
145.7500,70.9520,145.0220,113.6300,145.0220,92.1200
145.8333,70.9340,145.0400,113.6300,145.0400,92.1200
145.9167,70.9340,145.0580,113.6300,145.0580,92.1200
146.0000,70.9160,145.0580,113.6480,145.0580,92.1200
146.0833,70.9160,145.0760,113.6480,145.0760,92.1200
146.1667,70.8980,145.0940,113.6660,145.0940,92.1380
146.2500,70.8980,145.0940,113.6660,145.0940,92.1380
146.3333,70.8980,145.1120,113.6660,145.1120,92.1380
146.4167,70.8800,145.1300,113.6840,145.1300,92.1560
146.5000,70.8800,145.1300,113.6840,145.1300,92.1560
146.5833,70.8800,145.1480,113.6840,145.1480,92.1740
146.6667,70.8980,145.1660,113.7020,145.1660,92.1740
146.7500,70.8980,145.1660,113.7020,145.1660,92.1920
146.8333,70.8980,145.1840,113.7020,145.1840,92.2100
146.9167,70.9160,145.2020,113.7200,145.2020,92.2280
147.0000,70.9340,145.2200,113.7200,145.2200,92.2280
147.0833,70.9340,145.2200,113.7380,145.2200,92.2460
147.1667,70.9520,145.2380,113.7380,145.2380,92.2640
147.2500,70.9700,145.2560,113.7380,145.2560,92.2820
147.3333,70.9880,145.2560,113.7560,145.2560,92.3180
147.4167,71.0240,145.2740,113.7560,145.2740,92.3360
147.5000,71.0420,145.2920,113.7560,145.2920,92.3540
147.5833,71.0600,145.2920,113.7740,145.2920,92.3720
147.6667,71.0960,145.3100,113.7740,145.3100,92.4080
147.7500,71.1320,145.3280,113.7920,145.3280,92.4260
147.8333,71.1680,145.3280,113.7920,145.3280,92.4440
147.9167,71.2040,145.3460,113.7920,145.3460,92.4800
148.0000,71.2400,145.3640,113.8100,145.3640,92.4980
148.0833,71.2760,145.3640,113.8100,145.3640,92.5340
148.1667,71.3120,145.3820,113.8100,145.3820,92.5520
148.2500,71.3660,145.4000,113.8280,145.4000,92.5880
148.3333,71.4020,145.4000,113.8280,145.4000,92.6060
148.4167,71.4560,145.4180,113.8460,145.4180,92.6420
148.5000,71.5100,145.4360,113.8460,145.4360,92.6600
148.5833,71.5640,145.4360,113.8460,145.4360,92.6780
148.6667,71.6180,145.4540,113.8640,145.4540,92.6960
148.7500,71.6720,145.4720,113.8640,145.4720,92.7320
148.8333,71.7260,145.4720,113.8640,145.4720,92.7500
148.9167,71.7800,145.4900,113.8820,145.4900,92.7680
149.0000,71.8340,145.5080,113.8820,145.5080,92.7860
149.0833,71.9060,145.5080,113.8820,145.5080,92.8040
149.1667,71.9780,145.5260,113.9000,145.5260,92.8220
149.2500,72.0320,145.5260,113.9000,145.5260,92.8580
149.3333,72.1040,145.5440,113.9180,145.5440,92.8760
149.4167,72.1760,145.5620,113.9180,145.5620,92.8940
149.5000,72.2480,145.5620,113.9180,145.5620,92.9300
149.5833,72.3200,145.5800,113.9360,145.5800,92.9480
149.6667,72.3920,145.5980,113.9360,145.5980,92.9660
149.7500,72.4640,145.5980,113.9360,145.5980,93.0020
149.8333,72.5360,145.6160,113.9540,145.6160,93.0200
149.9167,72.6080,145.6340,113.9540,145.6340,93.0560
150.0000,72.6980,145.6340,113.9540,145.6340,93.0920
150.0833,72.7700,145.6520,113.9720,145.6520,93.1100
150.1667,72.8600,145.6700,113.9720,145.6700,93.1460
150.2500,72.9320,145.6700,113.9900,145.6700,93.1820
150.3333,73.0220,145.6880,113.9900,145.6880,93.2000
150.4167,73.0940,145.7060,113.9900,145.7060,93.2360
150.5000,73.1840,145.7060,114.0080,145.7060,93.2720
150.5833,73.2740,145.7240,114.0080,145.7240,93.3080
150.6667,73.3460,145.7420,114.0080,145.7420,93.3260
150.7500,73.4360,145.7420,114.0260,145.7420,93.3620
150.8333,73.5080,145.7600,114.0260,145.7600,93.3980
150.9167,73.5980,145.7780,114.0260,145.7780,93.4340
151.0000,73.6880,145.7780,114.0440,145.7780,93.4700
151.0833,73.7600,145.7960,114.0440,145.7960,93.4880
151.1667,73.8500,145.7960,114.0440,145.7960,93.5240
151.2500,73.9400,145.8140,114.0620,145.8140,93.5600
151.3333,74.0120,145.8320,114.0620,145.8320,93.5960
151.4167,74.1020,145.8320,114.0800,145.8320,93.6140
151.5000,74.1740,145.8500,114.0800,145.8500,93.6500
151.5833,74.2640,145.8680,114.0800,145.8680,93.6680
151.6667,74.3360,145.8680,114.0980,145.8680,93.7040
151.7500,74.4080,145.8860,114.0980,145.8860,93.7220
151.8333,74.4980,145.9040,114.0980,145.9040,93.7400
151.9167,74.5700,145.9040,114.1160,145.9040,93.7580
152.0000,74.6420,145.9220,114.1160,145.9220,93.7760
152.0833,74.7140,145.9400,114.1160,145.9400,93.8120
152.1667,74.8040,145.9400,114.1340,145.9400,93.8300
152.2500,74.8760,145.9580,114.1340,145.9580,93.8480
152.3333,74.9480,145.9580,114.1340,145.9580,93.8660
152.4167,75.0020,145.9760,114.1520,145.9760,93.8840
152.5000,75.0740,145.9940,114.1520,145.9940,93.9020
152.5833,75.1460,145.9940,114.1520,145.9940,93.9200
152.6667,75.2180,146.0120,114.1700,146.0120,93.9380
152.7500,75.2720,146.0300,114.1700,146.0300,93.9560
152.8333,75.3440,146.0300,114.1880,146.0300,93.9740
152.9167,75.3980,146.0480,114.1880,146.0480,93.9920
153.0000,75.4520,146.0660,114.1880,146.0660,94.0100
153.0833,75.5240,146.0660,114.2060,146.0660,94.0280
153.1667,75.5780,146.0840,114.2060,146.0840,94.0460
153.2500,75.6320,146.0840,114.2060,146.0840,94.0640
153.3333,75.6860,146.1020,114.2240,146.1020,94.0820
153.4167,75.7400,146.1200,114.2240,146.1200,94.1000
153.5000,75.7760,146.1200,114.2240,146.1200,94.1180
153.5833,75.8300,146.1380,114.2420,146.1380,94.1360
153.6667,75.8840,146.1560,114.2420,146.1560,94.1540
153.7500,75.9200,146.1560,114.2420,146.1560,94.1720
153.8333,75.9740,146.1740,114.2600,146.1740,94.1900
153.9167,76.0100,146.1740,114.2600,146.1740,94.2080
154.0000,76.0640,146.1920,114.2600,146.1920,94.2260
154.0833,76.1000,146.2100,114.2780,146.2100,94.2440
154.1667,76.1360,146.2100,114.2780,146.2100,94.2620
154.2500,76.1720,146.2280,114.2780,146.2280,94.2800
154.3333,76.2080,146.2460,114.2960,146.2460,94.2980
154.4167,76.2440,146.2460,114.2960,146.2460,94.2980
